------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v3.2.1 date format M/d/yyyy Filter Normal -----------
Serial Number: NEO1C16110306
Start Time 06:34:00
Start Date 5/15/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 14:02:26
Download Date 5/22/2014
Current Memory Address: 0
Current Battery Voltage: 3.74     Mode = 13
--------------------------------------------------
Axis1,Axis2,Axis3,Steps
777,1078,657,12
776,2013,872,11
2974,2785,3655,21
308,1152,1029,5
2137,2837,1911,13
559,2366,930,11
648,1662,862,9
1248,1551,780,11
393,937,1052,7
2407,3500,3318,23
15,378,218,1
53,160,91,1
522,777,298,6
1310,2146,1641,11
272,1248,1000,5
869,2667,1343,9
1047,2502,1686,12
1735,2116,2220,11
797,1214,1069,7
169,200,416,2
1303,1696,1588,8
520,215,498,2
34,813,373,1
16,404,283,1
14,432,418,1
115,428,580,2
725,972,1070,7
695,897,1103,5
337,537,1002,6
784,1327,1283,11
707,1812,1620,6
530,1594,400,9
854,1061,1065,6
615,1512,1636,8
1397,2441,2897,11
638,1393,707,6
1897,2998,2861,15
1177,2396,2939,11
2633,2655,2522,15
193,790,810,9
2440,2556,1964,17
2348,2539,1853,15
2080,2737,2608,30
2890,4007,4151,23
712,1317,1605,5
2971,3630,2850,22
2930,2883,3877,19
2007,2343,2405,20
3902,3287,3555,32
3006,3689,4226,30
4066,3302,3577,24
2097,2011,1773,19
3414,2772,2773,30
5881,3462,4040,61
3322,3755,3707,45
1251,1146,1859,8
1071,1651,1486,9
1379,1853,1056,16
3054,2791,1709,18
1118,1098,1050,7
409,569,675,3
1278,1988,1734,21
1542,2331,1420,15
1174,1442,1121,13
2412,2427,3149,14
2001,2170,2099,14
1792,1947,1348,17
1631,1373,1007,12
2302,1857,2093,21
1426,1813,1887,14
1289,1657,1718,12
805,1516,1948,12
400,205,936,7
1799,1419,1415,13
5941,5595,5578,43
3957,3029,3163,82
5262,4252,5172,70
6668,5280,4085,67
5402,4192,4558,61
4622,3977,4390,76
5393,4859,4393,85
5017,4089,3852,82
7493,6916,7155,56
5920,5499,5412,87
7674,7277,5787,72
8581,8137,7700,70
8181,8049,7610,55
4749,4625,3275,84
8673,6520,7605,68
9636,9134,7663,74
7281,5274,5267,57
2881,4758,4870,36
5906,4817,4516,70
6490,3468,5441,81
5714,4656,4934,79
5943,4736,5862,66
5960,5205,4978,62
8430,7101,4921,71
9217,9006,5785,71
6029,5338,4329,75
8375,6470,5974,73
4669,4174,3149,63
5874,6332,4643,61
2551,4285,4256,33
189,163,406,4
305,666,558,3
146,1365,620,4
534,1626,1557,7
473,1318,479,3
175,966,565,4
357,1074,331,2
718,1540,803,5
1058,1881,1689,12
923,1608,797,11
2323,1647,2269,13
436,965,480,5
372,673,271,5
245,374,309,3
1377,1890,2123,20
403,700,561,4
2029,1561,1373,17
471,684,1836,6
639,2035,1769,6
254,734,349,2
10,94,431,0
1009,1730,1328,12
734,2276,1820,14
505,740,1720,6
3148,2560,2546,33
476,1168,501,7
3184,4430,2341,35
587,1229,862,5
735,2003,935,9
672,2097,1473,12
1046,1583,1220,12
1000,2788,1325,21
3813,3990,3374,38
271,1221,849,5
532,448,239,3
534,568,825,8
807,1121,1570,9
269,339,460,4
236,165,214,3
143,244,785,2
46,193,969,1
24,78,805,2
1151,922,1887,7
1511,3203,3902,16
280,367,512,2
3027,3920,2976,38
711,929,1490,6
730,1464,1131,7
633,2202,1172,11
1027,827,1100,14
2579,3374,2902,32
2825,2229,2966,91
2011,2273,3112,24
2458,3370,2976,27
2875,2104,2525,75
1758,2139,2483,38
657,950,1019,8
380,823,456,3
91,171,239,1
822,1158,426,7
594,1645,1219,9
2005,2994,3218,25
1507,2211,2138,12
602,2063,1085,11
408,1462,552,9
530,1120,589,5
1350,1030,836,7
3442,1563,1909,18
1377,2036,944,13
1778,2647,2190,12
577,2105,730,11
3163,3409,2802,30
669,926,1198,9
807,1413,569,7
209,936,637,4
4688,4888,5579,51
5142,4289,4743,46
2282,2360,2186,17
2131,2616,2960,13
1136,2060,1441,12
755,1329,642,8
290,460,486,5
538,848,1054,8
520,642,423,2
334,998,397,4
73,283,14,1
439,631,349,3
1002,1389,853,8
1605,1536,1923,13
3107,2141,3409,12
2192,3066,3545,13
1095,1805,2076,6
841,1836,1718,9
466,740,791,3
152,391,448,2
272,482,744,5
1913,1818,2793,17
828,1233,896,11
329,751,1305,7
14,40,169,0
0,0,76,0
1809,958,1442,9
2522,4926,4416,21
3421,2867,3122,27
3151,3617,2768,34
7338,6972,7539,45
4478,5788,5807,33
6785,5168,6562,28
2731,2603,3131,14
8889,7148,6652,32
7481,6861,6460,38
7864,7796,7184,41
4567,5019,4195,27
3882,4217,4243,28
9131,8072,8647,44
7122,7137,6475,33
8138,6417,7370,29
7147,6866,6576,34
6239,6051,5061,34
9987,8252,7873,52
5130,3960,3424,29
1644,2443,2080,28
3656,4084,3442,38
3338,3512,4474,28
1150,1753,3307,11
270,590,399,4
418,1589,1086,7
3651,2622,3491,17
1715,2200,2197,12
1076,1864,2080,16
346,228,635,4
160,197,209,1
1108,1358,1907,10
3408,3723,3813,28
3629,4100,5422,30
1121,1340,3080,13
344,1654,1377,10
623,1303,2186,7
1186,1478,2097,8
121,400,696,3
1861,1702,2068,14
1024,2387,1049,12
57,113,49,2
741,1172,604,7
169,1142,236,3
130,489,390,2
21,28,0,1
685,654,383,5
35,49,11,1
1719,2158,2062,16
5038,4986,5643,35
4936,4677,5300,34
3711,3125,4100,52
5235,3950,5241,66
2553,2108,1570,18
331,808,284,4
1071,2171,1119,9
496,705,500,8
1335,1945,1617,14
1058,1260,807,11
781,1835,924,7
182,257,53,2
133,139,0,2
654,1192,1132,9
149,456,147,4
155,576,468,1
4617,4855,4892,34
4184,4348,5691,34
4857,4026,4173,33
5331,6468,6726,51
6953,6685,7593,55
3947,3009,3032,25
7070,7237,6744,53
8364,6082,7761,35
5489,6472,6088,12
8413,7516,9225,47
8644,7653,7601,54
5594,4587,4681,30
3334,3136,3544,28
1612,1736,1924,17
1193,1282,1678,16
1382,1818,1829,25
1007,1843,1545,22
955,1736,1310,19
687,1617,1012,13
1506,1848,2227,14
2810,3473,2960,29
2499,4062,3146,24
1965,2594,2343,15
1448,834,807,8
3152,3313,3111,23
2415,2442,2358,17
1626,1618,3035,15
596,814,500,10
2344,2192,1900,19
2228,2371,2477,55
1837,2175,1606,65
4569,3917,3013,60
5978,5177,5057,48
2009,2665,1550,29
93,269,193,2
0,19,0,0
0,0,0,0
957,1110,978,8
63,196,76,0
3,189,52,0
183,197,54,2
0,52,8,0
0,2,0,0
0,51,0,0
601,659,956,2
1147,1170,1017,9
722,630,441,4
70,323,81,1
184,428,113,3
96,77,83,1
106,142,1,0
264,309,132,4
714,957,291,12
1007,1001,839,7
0,62,0,0
209,227,88,2
0,95,6,0
148,31,52,1
1867,1879,1464,10
0,49,33,0
18,119,9,1
592,452,102,4
0,22,0,0
91,86,28,1
108,58,58,2
187,233,74,4
750,1089,700,9
0,0,0,0
631,861,281,6
59,93,22,1
4,89,0,0
0,0,0,0
461,578,612,3
397,368,346,2
0,24,48,0
141,333,179,1
0,31,19,0
164,119,202,1
859,931,571,7
448,714,694,4
0,0,0,0
0,34,4,0
317,497,287,6
242,364,135,2
0,53,0,0
71,154,89,1
173,209,69,2
142,338,65,3
66,48,52,1
331,261,292,2
0,32,3,0
1313,1995,1337,13
0,12,7,0
158,82,232,2
0,2,0,0
0,0,0,0
0,0,0,0
92,106,57,1
154,246,35,3
304,565,216,5
92,288,116,1
66,38,100,1
301,525,304,4
373,585,834,2
141,0,67,0
15,0,0,1
21,0,61,0
0,0,163,0
1089,1713,1336,5
0,53,94,0
90,232,170,1
192,431,112,1
182,368,317,4
81,282,342,2
265,748,543,2
112,114,265,4
158,192,283,3
3612,3483,3913,26
4409,4974,5247,37
4255,4692,5178,33
4179,4195,3685,38
4219,3348,4721,32
993,823,1125,6
161,496,361,2
65,211,190,1
457,1014,762,9
12,172,80,1
1315,2223,1508,10
241,263,988,2
2,107,246,1
40,130,371,1
142,410,527,3
0,0,0,0
0,73,215,0
0,24,46,0
485,625,934,3
1140,1418,1430,11
1248,2492,1431,15
1622,1131,799,13
3327,3943,3942,26
5281,5284,5350,42
880,1056,736,11
843,1429,895,9
3426,3368,2190,17
10610,10137,13783,38
2487,3030,3922,20
1854,1507,1981,17
687,1271,713,11
738,762,718,6
854,1422,1365,12
542,618,273,7
1830,1794,2435,17
79,885,230,2
0,11,35,0
0,0,3,0
341,931,833,6
2040,2046,2145,9
1136,680,495,5
1544,1987,1823,10
355,378,795,4
2949,2847,2448,29
643,1119,469,5
1538,1796,2073,12
5107,6473,6910,36
4864,5105,5053,40
5076,4227,4552,30
1861,2109,2042,24
1591,1326,785,11
1793,1520,1482,8
2776,2836,2124,24
3031,2427,2112,23
447,434,219,1
13,10,13,1
369,785,326,4
1215,1332,1414,18
5061,3924,3519,34
2234,2742,1937,14
2115,3467,1126,34
2807,2296,1695,20
3139,2321,1492,22
3182,2006,1951,17
2371,1192,1221,15
4593,4642,4175,45
316,222,401,1
3002,1887,2471,24
3075,2471,3040,26
1139,1266,586,7
136,251,387,4
288,447,197,4
250,656,414,5
172,344,258,3
301,582,396,7
1092,1385,723,13
1319,1479,934,16
267,868,120,4
1670,1488,1096,11
2691,3200,2113,26
1019,1275,915,23
654,364,297,8
429,692,240,7
406,165,419,3
1367,1357,671,13
1234,1344,689,15
376,1257,499,13
356,1248,540,13
518,2065,1234,15
720,1351,318,10
829,1410,612,9
969,2090,881,11
209,1264,180,4
433,1094,368,7
350,848,117,7
174,101,92,3
472,1293,850,7
146,186,322,3
667,1375,988,9
567,1723,1253,9
178,718,588,8
400,1109,803,5
122,197,318,2
443,194,862,5
47,19,108,0
933,837,1706,10
331,157,502,3
1453,623,1712,15
965,169,968,11
1473,1239,1774,18
741,879,1129,9
2280,2643,2216,25
1034,1419,1587,14
948,1363,1596,12
3430,2635,2012,23
2782,2239,2440,16
1020,993,449,7
790,1205,385,12
1218,1104,677,9
922,686,414,10
1127,1242,773,12
1594,2766,2602,20
4127,4199,4016,42
581,815,440,13
761,923,838,9
779,713,1628,11
1133,833,818,13
1119,2200,1770,17
869,829,529,6
389,685,270,8
3379,3558,2894,21
3690,4606,2767,30
2762,2927,1592,15
2058,2120,1426,22
2342,3200,2022,20
231,561,62,3
719,1185,541,11
9,46,28,0
1820,2605,2288,18
2278,3652,2628,28
4324,5323,3517,40
3991,4006,3660,31
1587,1803,1245,15
399,420,99,3
0,612,15,0
55,359,61,2
183,324,126,2
9,62,2,1
261,773,282,6
647,487,474,4
1028,1718,842,6
75,385,75,4
665,1303,1043,5
513,775,299,2
0,0,0,0
4,47,5,0
0,28,0,0
0,36,0,0
3852,3672,3694,28
3706,2460,2824,17
649,1503,632,12
1515,2758,1773,12
235,103,216,2
0,0,0,0
0,0,0,0
0,0,9,0
0,0,37,0
0,3,20,0
0,0,0,0
10,0,6,0
258,79,657,3
309,616,644,5
512,302,310,3
275,261,602,2
632,818,1206,6
177,170,394,2
0,0,0,0
0,0,109,0
556,456,342,2
893,1072,1116,12
1416,1378,1165,22
0,0,0,0
0,0,0,0
202,200,230,2
324,828,224,5
36,111,5,1
853,924,998,7
190,615,731,3
23,276,23,0
0,26,0,0
0,0,0,0
0,17,5,0
61,108,79,1
0,32,9,0
0,0,0,0
0,0,0,0
0,28,18,0
8,107,30,0
0,0,0,0
63,80,63,1
0,4,69,0
1728,4030,2525,13
34,39,17,0
193,377,99,2
0,0,0,0
0,0,0,0
0,0,0,0
0,15,0,0
32,536,100,1
0,70,2,0
0,598,0,0
95,183,91,3
64,95,49,1
274,123,246,0
0,0,51,0
113,6,374,3
267,254,379,2
667,1018,420,7
213,748,151,2
124,458,220,1
1075,1372,1068,4
830,1378,727,6
681,400,270,2
344,924,571,6
14,30,10,1
4021,3984,4117,36
3667,2912,2745,38
4915,4621,5727,29
659,448,700,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
505,606,642,2
2203,1760,2337,8
4503,3131,3507,30
0,0,0,0
0,0,0,0
4067,3123,3278,25
1738,1721,2059,19
83,36,92,2
30,17,105,1
40,28,85,1
10,2,48,1
535,164,236,5
95,139,148,1
819,304,574,3
9,52,40,1
637,204,441,4
0,0,31,0
157,48,148,1
382,96,508,4
1337,1572,1819,9
811,388,820,7
2574,1659,2199,10
2378,1194,1808,13
436,221,466,1
69,8,177,3
328,272,941,4
214,143,737,3
3579,2581,2341,16
1784,1382,1653,16
2937,5447,5276,32
653,533,796,7
3998,3623,3803,20
1667,2108,2177,12
1460,2331,2234,7
320,1039,189,4
345,1142,349,5
3081,3359,2772,15
2332,4187,4032,23
102,113,38,1
467,514,390,3
161,174,262,4
627,1914,1156,13
934,821,695,6
1263,2741,3092,22
434,1351,1040,5
59,0,95,0
0,0,0,0
129,96,288,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
796,338,627,4
0,0,0,0
0,0,0,0
729,590,845,3
534,480,599,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
525,683,640,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
134,18,374,5
128,46,267,2
0,0,0,0
207,189,507,3
454,377,361,5
72,0,13,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,0
0,0,0,0
0,0,0,0
334,483,262,3
0,31,10,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
169,376,195,3
583,698,448,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,187,0,0
0,0,0,0
0,0,0,0
256,480,376,3
176,307,23,2
0,0,0,0
0,0,0,0
2,43,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
53,247,73,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
359,231,232,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
221,456,99,3
0,0,0,0
174,401,104,1
0,0,0,0
0,0,0,0
29,56,30,2
27,129,205,0
231,57,441,2
135,383,245,1
751,1060,402,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
396,906,552,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
754,966,781,2
666,851,795,6
410,179,116,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,5,47,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
163,151,77,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,7,0,0
0,0,0,0
0,0,0,0
107,160,42,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
186,514,109,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,0,0,0
0,0,0,0
375,361,450,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
68,148,599,2
138,219,92,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,55,51,1
804,1220,1595,8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
98,85,48,1
0,0,0,0
0,0,0,0
0,0,0,0
65,65,92,2
0,15,0,0
0,0,0,0
23,2,61,1
0,0,0,0
0,0,0,0
0,0,0,0
508,741,688,3
332,390,549,1
629,671,1185,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
411,862,527,3
0,0,0,0
540,804,1129,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11,0,28,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
207,248,316,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
140,99,49,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
609,756,742,2
0,0,0,0
0,0,0,0
565,575,502,4
447,322,280,4
0,14,60,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,35,25,0
250,243,603,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
279,777,116,4
0,13,13,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
208,26,256,1
104,34,155,0
0,0,20,0
345,200,914,3
781,1314,1958,6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,19,0,0
509,761,1056,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20,2,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
508,662,483,2
0,0,0,0
0,0,0,0
0,0,0,0
43,252,329,0
70,82,5,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
154,127,547,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1174,1569,1771,7
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
262,533,378,3
0,0,0,0
0,0,0,0
0,0,0,0
470,562,1233,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
51,0,41,2
271,305,249,3
0,0,0,0
0,0,0,0
0,0,0,0
0,28,13,0
0,0,0,0
0,0,0,0
0,0,0,0
442,693,441,4
233,360,215,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,13,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,5,31,0
0,0,0,0
0,0,0,0
0,0,0,0
266,195,263,3
260,333,510,3
15,42,282,0
0,0,0,0
23,96,229,1
0,0,0,0
0,0,2,0
0,101,55,0
414,713,752,3
0,0,0,0
272,640,756,3
318,607,619,3
0,0,0,0
0,0,0,0
0,0,0,0
806,908,815,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43,0,102,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
457,190,640,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
672,345,133,3
417,507,477,3
455,1041,931,6
0,0,5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,83,0
892,634,1064,6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
115,72,102,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,18,0,1
597,773,759,5
836,375,841,7
0,0,0,0
633,437,120,2
719,729,744,7
125,371,556,2
1950,1673,2124,8
521,754,679,2
1553,2376,2473,11
418,526,820,2
341,817,536,2
0,0,0,0
0,0,0,0
0,0,0,0
602,732,1166,4
9,88,41,0
142,656,231,2
0,491,305,0
257,221,392,2
1775,1749,1847,15
1319,1640,1399,9
3703,3766,3584,21
6565,6045,6161,34
4759,4372,4728,34
5473,5437,5558,34
3854,3413,4357,33
4110,4692,4424,35
4271,5343,4169,35
3078,4035,3842,24
2735,2496,2241,22
4773,4662,4053,24
2358,2574,2184,25
3330,2737,2358,17
540,366,313,9
677,675,328,9
380,458,315,2
677,737,1057,7
896,978,1787,13
1377,1355,1630,9
534,384,564,1
510,415,677,8
728,1084,963,5
476,794,852,6
919,1752,725,10
1269,1445,875,9
1662,2272,1662,19
948,2264,966,11
1420,2108,1222,16
1158,2001,1084,9
988,1075,898,8
1340,1231,2098,12
3031,2807,2359,26
1673,2144,3022,29
1463,1943,1585,13
824,460,1093,8
1585,1432,1021,11
1983,1640,2069,15
1682,1168,481,13
1026,1372,1310,12
2680,3135,3351,21
3672,4518,4352,34
3159,3718,2983,36
2774,3469,3138,31
3080,2748,2902,25
336,703,577,9
186,402,386,6
199,573,159,6
251,290,183,4
743,1189,780,8
5452,5022,5349,40
5514,5272,5492,48
5427,4902,4794,41
1663,2530,2257,18
2678,2739,3070,22
2315,2697,2605,27
4670,4378,4566,60
3242,4066,3427,38
2555,3023,2271,27
2566,2574,3188,23
3242,5030,3423,31
252,325,260,2
106,392,650,1
808,628,683,5
2112,2691,3180,24
2334,3010,3407,23
2544,2022,1991,11
892,1567,1880,13
3418,4311,3314,34
4867,4133,5270,75
4200,4873,3655,27
1197,1418,541,15
623,1495,460,9
1322,1433,1514,9
494,517,1160,7
501,767,375,8
783,1435,980,5
447,679,495,1
128,631,299,3
103,725,265,2
60,593,452,2
431,823,735,1
486,1106,382,8
402,678,441,3
829,842,1094,7
842,1616,996,12
1202,1443,699,11
271,651,32,6
74,243,75,3
32,0,70,0
875,1292,920,10
333,204,217,3
435,694,133,7
193,255,62,5
1160,1221,682,14
2213,3334,2788,19
2855,3011,3038,23
3961,3946,4160,31
4497,4827,4640,57
3853,4893,5465,47
1628,2798,1774,14
1557,2824,1787,21
2938,3721,2995,56
4326,3765,3682,88
5209,4704,5166,49
3941,5315,6393,29
2543,2879,3335,24
3998,2788,4849,35
2123,2391,1709,34
2782,3363,3120,21
3351,2852,4650,21
458,1264,599,7
81,389,242,4
444,435,330,3
202,197,617,3
674,1198,885,8
1437,2149,998,11
2752,2478,3213,18
2165,1518,1283,29
2542,1057,541,35
3650,3350,2624,36
4856,3684,5182,27
2798,2658,4538,17
3888,4596,5432,24
6195,5092,5493,33
3880,4740,5435,31
2683,2531,3054,24
7459,8906,10203,46
5352,5657,4864,38
4395,4061,4128,30
2375,2493,2426,17
6393,6086,7105,65
4044,7680,4396,87
3544,3902,4136,26
1228,1617,1703,9
827,2191,1399,8
1097,1225,1451,10
429,728,681,2
201,403,318,2
762,928,1209,4
3769,3025,3020,25
2077,1444,2151,11
641,1050,767,2
0,333,536,0
599,399,907,10
1414,795,976,22
2076,2106,2007,13
350,360,690,2
1267,1773,1024,12
6627,2806,4109,32
2107,2048,1478,23
878,578,579,9
333,675,600,3
21,372,235,1
0,301,250,0
405,767,570,3
2056,1773,1383,13
3097,1215,1825,19
3859,1776,2976,22
232,334,590,1
8,389,213,1
1622,790,1388,9
662,377,545,2
933,1613,1240,12
271,1243,1157,2
24,570,459,2
0,287,526,0
22,525,465,1
3,242,368,0
442,1178,1238,6
2438,1646,2831,15
927,1543,995,8
3010,2842,1978,10
2527,3005,3039,21
1384,1122,1389,15
1415,2614,2752,19
1654,1962,1965,16
288,997,1083,4
746,1184,1648,6
1752,2997,1661,16
1805,2518,2373,20
1200,2475,1963,7
581,1533,655,11
1603,2287,1468,13
2683,3002,2445,17
1301,1547,881,16
774,1013,586,11
1560,1222,1111,10
2630,1795,1539,15
3605,2747,4305,28
2655,2417,3193,18
2382,1942,2079,24
4724,1997,3928,29
2954,3010,2945,23
1646,1690,1869,25
2495,1754,2585,19
3031,3429,2151,22
3280,2979,2858,30
2731,2324,2152,17
1945,1933,1308,16
305,977,437,4
1190,2268,969,22
933,709,609,11
1785,2348,1364,21
1778,1726,1314,18
1984,2115,1839,21
3174,3064,3395,32
4947,3189,4935,57
2525,2534,3140,28
2825,3692,3776,51
3114,1898,3493,80
1852,2191,2159,28
645,2125,879,11
793,2126,2261,16
1348,2729,1815,26
1492,1661,1063,12
1125,2008,1466,9
1476,1708,2118,14
3064,4031,3104,27
612,1113,708,7
1139,3482,2587,13
408,1347,936,5
2370,2402,5516,31
541,783,902,6
1302,1121,2535,13
281,134,570,5
514,373,1118,7
1019,549,2528,25
808,782,1889,20
2031,3037,3481,23
480,914,607,2
452,865,1488,8
1719,1752,5526,23
654,633,1213,3
1951,2045,5098,22
1411,1638,3759,14
153,40,296,4
560,443,1142,7
782,675,1756,8
260,390,1848,4
370,606,1558,4
4220,5083,4340,36
3981,2839,3205,30
1768,2145,1990,19
1381,1025,1009,19
3755,2599,2210,55
5133,4908,3370,68
3920,2631,3301,24
2655,2367,3357,23
936,650,1814,10
1123,1722,2106,15
2097,1725,1979,14
2145,2731,3446,19
1587,903,1279,13
838,795,1792,7
3124,3312,6130,39
1302,1614,2923,14
238,769,974,3
52,266,1102,2
5,0,132,0
453,436,1680,7
408,181,766,7
515,552,1120,7
217,664,750,4
3122,2271,3264,17
655,381,1621,5
1147,2194,1972,11
426,1188,1891,9
1474,1623,1651,12
4517,3588,3923,36
6012,7354,5334,44
19729,13213,11847,90
13226,9035,6221,94
8102,4531,3637,83
5718,3583,3027,93
5288,3937,2702,86
16215,12320,10095,80
5132,4372,3583,84
11618,8996,7150,76
7631,6319,4343,80
12788,10979,7881,83
